Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,02/08/2018,"HEB  #102 SAN ANTONIO TX                     02/07",-17.56,DEBIT_CARD,173.29,,
DEBIT,02/07/2018,"QuickPay with Zelle payment to D. F. Account 6885942829",-40.00,CHASE_TO_PARTNERFI,190.85,,
DEBIT,02/06/2018,"Spotify USA 646-8375380 NY                   02/06",-16.23,DEBIT_CARD,230.85,,
DEBIT,02/06/2018,"Wal-Mart Super Center SAN ANTONIO TX         02/06",-10.00,DEBIT_CARD,247.08,,
DEBIT,02/06/2018,"Amazon Digital Svcs amzn.com/bill WA         02/06",-9.73,DEBIT_CARD,257.08,,
DEBIT,02/06/2018,"CENTRAL MARKET #191 SAN ANTONIO TX           02/05",-10.86,DEBIT_CARD,266.81,,
DEBIT,02/05/2018,"Netflix.com netflix.com CA                   02/03",-15.14,DEBIT_CARD,277.67,,
DEBIT,02/05/2018,"SLING.COM 888-393-6312 CO                    02/04",-21.64,DEBIT_CARD,292.81,,
DEBIT,02/05/2018,"QuickPay with Zelle payment to D. F. Account 6880045145",-20.00,CHASE_TO_PARTNERFI,314.45,,
DEBIT,02/05/2018,"QuickPay with Zelle payment to D. F. Account 6879844455",-600.00,CHASE_TO_PARTNERFI,334.45,,
DEBIT,02/05/2018,"Wal-Mart Super Center SAN ANTONIO TX         02/03",-16.22,DEBIT_CARD,934.45,,
DEBIT,02/05/2018,"DIAMOND SHINE SAN ANTONIO TX                 02/03",-6.00,DEBIT_CARD,950.67,,
DEBIT,02/05/2018,"MCDONALD'S F10675 SAN ANTONIO TX             02/03",-5.41,DEBIT_CARD,956.67,,
DEBIT,02/05/2018,"PAPA JOHN'S 02750 210-764-7272 TX            02/03",-24.25,DEBIT_CARD,962.08,,
CREDIT,02/05/2018,"QuickPay with Zelle payment from VICTOR MAYORGA 6879757322",400.00,PARTNERFI_TO_CHASE,986.33,,
CREDIT,02/05/2018,"ATM CASH DEPOSIT 02/03 8014 BANDERA RD SAN ANTONIO TX",40.00,ATM,586.33,,
DEBIT,02/02/2018,"Upwork -165341750Memb 165-08534100 CA        02/01",-10.00,DEBIT_CARD,546.33,,
DEBIT,02/02/2018,"SQ *MERIT COFFEE - A Alamo Heights TX        02/02",-5.06,DEBIT_CARD,556.33,,
DEBIT,02/02/2018,"Amazon Digital Svcs amzn.com/bill WA         02/02",-9.73,DEBIT_CARD,561.39,,
DEBIT,02/02/2018,"SPEEDY CASH 888-3331360 KS                   01/31",-80.74,DEBIT_CARD,571.12,,
DEBIT,02/01/2018,"Seville          WEB PMTS   YVCZ11          WEB ID: 9084434801",-1067.59,ACH_DEBIT,651.86,,
DEBIT,02/01/2018,"QuickPay with Zelle payment to D. F. Account 6865802843",-40.00,CHASE_TO_PARTNERFI,1719.45,,
DEBIT,02/01/2018,"HEB  #102 SAN ANTONIO TX                     01/31",-29.70,DEBIT_CARD,1759.45,,
DEBIT,02/01/2018,"TWIN LIQUORS #65 512-222-0700 TX             01/31",-37.34,DEBIT_CARD,1789.15,,
DEBIT,02/01/2018,"CENTRAL MARKET #191 SAN ANTONIO TX           01/31",-9.74,DEBIT_CARD,1826.49,,
DEBIT,01/31/2018,"IRS              USATAXPYMT                 PPD ID: 3387702000",-1144.00,ACH_DEBIT,1836.23,,
DEBIT,01/31/2018,"QuickPay with Zelle payment to Mama 6865318783",-600.00,CHASE_TO_PARTNERFI,2980.23,,
DEBIT,01/31/2018,"SQ *LOCAL COFFEE - A Alamo Heights TX        01/31",-7.30,DEBIT_CARD,3580.23,,
CREDIT,01/31/2018,"QuickPay with Zelle payment from VICTOR MAYORGA 6858089857",1200.00,PARTNERFI_TO_CHASE,3587.53,,
CREDIT,01/31/2018,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2356.74,ACH_CREDIT,2387.53,,
DEBIT,01/30/2018,"PAPA JOHN'S 00892 210-308-7272 TX            01/30",-18.15,DEBIT_CARD,30.79,,
DEBIT,01/29/2018,"Amazon Video On Dema AMZN.COM/bill WA        01/28",-4.32,DEBIT_CARD,48.94,,
DEBIT,01/29/2018,"HEB  #102 SAN ANTONIO TX                     01/27",-8.78,DEBIT_CARD,53.26,,
DEBIT,01/29/2018,"MCDONALD'S F26150 SAN ANTONIO TX             01/27",-12.23,DEBIT_CARD,62.04,,
DEBIT,01/29/2018,"LAS PALAPAS - CHUR SAN ANTONIO TX            01/25",-6.90,DEBIT_CARD,74.27,,
DEBIT,01/26/2018,"SHELL Service Station SAN ANTONIO TX 036822  01/26",-12.83,DEBIT_CARD,81.17,,
DEBIT,01/26/2018,"SQ *LOCAL COFFEE - A Alamo Heights TX        01/26",-13.48,DEBIT_CARD,94.00,,
DEBIT,01/26/2018,"TRANSFER TO SAV XXXXX1797 01/26",-50.00,ACCT_XFER,107.48,,
CREDIT,01/26/2018,"Online Transfer from SAV ...1797 transaction#: 6851370188",50.00,ACCT_XFER,157.48,,
DEBIT,01/25/2018,"JIMMY JOHNS - 979 - E 210-820-0800 TX        01/24",-13.39,DEBIT_CARD,107.48,,
DEBIT,01/25/2018,"60499 - UNIVERSITY HEA SAN ANTONIO TX        01/24",-4.00,DEBIT_CARD,120.87,,
DEBIT,01/25/2018,"60499 - UNIVERSITY HEA SAN ANTONIO TX        01/24",-1.00,DEBIT_CARD,124.87,,
DEBIT,01/24/2018,"DNH*GODADDY.COM 480-5058855 AZ               01/23",-14.91,DEBIT_CARD,125.87,,
DEBIT,01/24/2018,"CENTRAL MARKET #191 SAN ANTONIO TX           01/23",-4.74,DEBIT_CARD,140.78,,
DEBIT,01/23/2018,"GOOGLE *HBO Dig Sv In 855-836-3987 CA        01/23",-16.23,DEBIT_CARD,145.52,,
DEBIT,01/23/2018,"HEB  #102 SAN ANTONIO TX                     01/22",-19.97,DEBIT_CARD,161.75,,
DEBIT,01/23/2018,"JIMMY JOHNS - 979 - E 210-820-0800 TX        01/22",-11.20,DEBIT_CARD,181.72,,
DEBIT,01/23/2018,"MCDONALD'S F26150 SAN ANTONIO TX             01/21",-4.33,DEBIT_CARD,192.92,,
DEBIT,01/23/2018,"WHATABURGER 327    Q2 210-408-2691 TX        01/21",-8.97,DEBIT_CARD,197.25,,
DEBIT,01/22/2018,"DNH*GODADDY.COM 480-5058855 AZ               01/21",-10.65,DEBIT_CARD,206.22,,
DEBIT,01/22/2018,"PlaystationNetwork 800-3457669 CA            01/21",-10.80,DEBIT_CARD,216.87,,
DEBIT,01/22/2018,"REDBOX *DVD RENTAL 866-733-2693 IL           01/21",-19.49,DEBIT_CARD,227.67,,
DEBIT,01/22/2018,"HEB  #102 SAN ANTONIO TX                     01/21",-10.78,DEBIT_CARD,247.16,,
DEBIT,01/22/2018,"KRISPY KREME #1059 SAN ANTONIO TX            01/20",-5.84,DEBIT_CARD,257.94,,
DEBIT,01/22/2018,"AUTO AIR & VACUUM SERVI PLAINVIEW NY         01/20",-1.00,DEBIT_CARD,263.78,,
DEBIT,01/22/2018,"SHELL Service Station SAN ANTONIO TX 079241  01/20",-36.90,DEBIT_CARD,264.78,,
DEBIT,01/22/2018,"CARWASH AMERICA EXPRES SAN ANTONIO TX        01/20",-24.00,DEBIT_CARD,301.68,,
DEBIT,01/22/2018,"Amazon Video On Dema AMZN.COM/bill WA        01/20",-4.32,DEBIT_CARD,325.68,,
DEBIT,01/22/2018,"CENTRAL MARKET #191 SAN ANTONIO TX           01/19",-9.24,DEBIT_CARD,330.00,,
CREDIT,01/22/2018,"Online Transfer from SAV ...1797 transaction#: 6843022471",50.00,ACCT_XFER,339.24,,
CREDIT,01/22/2018,"ATM CASH DEPOSIT 01/21 12503 NW MILITARY HWY SAN ANTONIO TX",180.00,ATM,289.24,,
DEBIT,01/19/2018,"QuickPay with Zelle payment to D. F. Account 6836519419",-17.47,CHASE_TO_PARTNERFI,109.24,,
DEBIT,01/18/2018,"MBI*PROBILLER.COM/BZ 8552329585 CA           01/18",-9.99,DEBIT_CARD,126.71,,
DEBIT,01/18/2018,"CITY PUBLIC SRV  CPS WEBPMT 003003547826    WEB ID: 9746002071",-77.82,ACH_DEBIT,136.70,,
DEBIT,01/18/2018,"SQ *LOCAL COFFEE - A Alamo Heights TX        01/18",-7.69,DEBIT_CARD,214.52,,
DEBIT,01/18/2018,"BOX*BOX.NET CONSMR SRV 877-7294269 CA        01/17",-10.66,DEBIT_CARD,222.21,,
DEBIT,01/18/2018,"CENTRAL MARKET #191 SAN ANTONIO TX           01/17",-9.05,DEBIT_CARD,232.87,,
DEBIT,01/18/2018,"MBI-PROBILLER.COM/RK 877-446-0668            01/17",-17.95,DEBIT_CARD,241.92,,
DEBIT,01/17/2018,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-10.83,ACH_DEBIT,259.87,,
DEBIT,01/17/2018,"QuickPay with Zelle payment to D. F. Account 6831317313",-40.00,CHASE_TO_PARTNERFI,270.70,,
DEBIT,01/17/2018,"SQ *LOCAL COFFEE - A Alamo Heights TX        01/17",-10.35,DEBIT_CARD,310.70,,
DEBIT,01/17/2018,"Amazon.com AMZN.COM/BILL WA                  01/16",-16.21,DEBIT_CARD,321.05,,
DEBIT,01/16/2018,"PlaystationNetwork 800-3457669 CA            01/14",-5.39,DEBIT_CARD,337.26,,
DEBIT,01/16/2018,"PlaystationNetwork 800-3457669 CA            01/14",-5.39,DEBIT_CARD,342.65,,
DEBIT,01/16/2018,"PRIVATEINTERNETACCES HTTPSWWW.PRIV CO        01/12",-6.95,DEBIT_CARD,348.04,,
DEBIT,01/16/2018,"AmazonPrime Membersh amzn.com/prme WA        01/14",-11.90,DEBIT_CARD,354.99,,
DEBIT,01/16/2018,"SPEEDY CASH 888-3331360 KS                   01/13",-326.00,DEBIT_CARD,366.89,,
DEBIT,01/16/2018,"SPRINT *WIRELESS 800-639-6111 KS             01/16",-137.89,DEBIT_CARD,692.89,,
DEBIT,01/16/2018,"MCDONALD'S F10675 SAN ANTONIO TX             01/14",-13.04,DEBIT_CARD,830.78,,
DEBIT,01/16/2018,"HEB  #102 SAN ANTONIO TX                     01/14",-51.12,DEBIT_CARD,843.82,,
DEBIT,01/16/2018,"60499 - UNIVERSITY HEA SAN ANTONIO TX        01/14",-1.00,DEBIT_CARD,894.94,,
DEBIT,01/16/2018,"WAL-MART #4162 SAN ANTONIO TX                01/14",-13.33,DEBIT_CARD,895.94,,
DEBIT,01/16/2018,"WAL-MART #4162 SAN ANTONIO TX                01/13",-22.58,DEBIT_CARD,909.27,,
DEBIT,01/16/2018,"Wal-Mart Super Center SAN ANTONIO TX         01/13",-13.23,DEBIT_CARD,931.85,,
DEBIT,01/16/2018,"PAPA JOHN'S 00892 210-308-7272 TX            01/14",-25.20,DEBIT_CARD,945.08,,
DEBIT,01/16/2018,"BIG LOTS STORES 3715 C SAN ANTONIO TX626527  01/13",-18.40,DEBIT_CARD,970.28,,
DEBIT,01/16/2018,"CENTRAL MARKET #191 SAN ANTONIO TX           01/12",-14.99,DEBIT_CARD,988.68,,
DEBIT,01/12/2018,"ATM WITHDRAWAL                       001046  01/128014 BAND",-400.00,ATM,1003.67,,
DEBIT,01/12/2018,"ATM WITHDRAWAL                       002609  01/128597 BLAN",-160.00,ATM,1403.67,,
DEBIT,01/12/2018,"QuickPay with Zelle payment to Mama 6817643155",-785.00,CHASE_TO_PARTNERFI,1563.67,,
DEBIT,01/12/2018,"TRANSFER TO SAV XXXXX1797 01/12",-50.00,ACCT_XFER,2348.67,,
DEBIT,01/12/2018,"HEB  #102 SAN ANTONIO TX                     01/11",-12.98,DEBIT_CARD,2398.67,,
DEBIT,01/12/2018,"EXXONMOBIL    47948484 SAN ANTONIO TX        01/11",-40.06,DEBIT_CARD,2411.65,,
DEBIT,01/12/2018,"SQ *PACIUGO GELATO AND San Antonio TX        01/11",-9.15,DEBIT_CARD,2451.71,,
DEBIT,01/12/2018,"ORDERUP SAN ANTONIO TX                       01/11",-12.83,DEBIT_CARD,2460.86,,
CREDIT,01/12/2018,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2342.50,ACH_CREDIT,2473.69,,
DEBIT,01/11/2018,"QuickPay with Zelle payment to D. F. Account 6814178931",-388.00,CHASE_TO_PARTNERFI,131.19,,
DEBIT,01/11/2018,"CENTRAL MARKET #191 SAN ANTONIO TX           01/10",-3.99,DEBIT_CARD,519.19,,
CREDIT,01/11/2018,"QuickPay with Zelle payment from VICTOR MAYORGA 6814174531",400.00,PARTNERFI_TO_CHASE,523.18,,
DEBIT,01/10/2018,"PLAT PARKING - LOT 498 SAN ANTONIO TX        01/09",-1.00,DEBIT_CARD,123.18,,
DEBIT,01/10/2018,"CENTRAL MARKET #191 SAN ANTONIO TX           01/09",-6.93,DEBIT_CARD,124.18,,
DEBIT,01/09/2018,"QuickPay with Zelle payment to Diana Fonseca 6809646816",-150.00,CHASE_TO_PARTNERFI,131.11,,
CREDIT,01/09/2018,"QuickPay with Zelle payment from VICTOR MAYORGA 6809648999",100.00,PARTNERFI_TO_CHASE,281.11,,
CREDIT,01/09/2018,"QuickPay with Zelle payment from VICTOR MAYORGA 6809252157",150.00,PARTNERFI_TO_CHASE,181.11,,
DEBIT,01/08/2018,"GOOGLE *Tinder 855-836-3987 CA               01/06",-15.98,DEBIT_CARD,31.11,,
DEBIT,01/08/2018,"Spotify USA 646-8375380 NY                   01/06",-16.23,DEBIT_CARD,47.09,,
DEBIT,01/08/2018,"VONAGE *PRICE+TAXES 866-243-4357 NJ          01/08",-40.02,DEBIT_CARD,63.32,,
DEBIT,01/08/2018,"SHELL Service Station SAN ANTONIO TX 474591  01/08",-8.16,DEBIT_CARD,103.34,,
DEBIT,01/08/2018,"SAM'S Club SAN ANTONIO TX                    01/08",-4.32,DEBIT_CARD,111.50,,
DEBIT,01/08/2018,"QuickPay with Zelle payment to Diana Fonseca 6805998180",-20.00,CHASE_TO_PARTNERFI,115.82,,
DEBIT,01/08/2018,"TWIN LIQUORS #65 512-222-0700 TX             01/06",-18.39,DEBIT_CARD,135.82,,
DEBIT,01/08/2018,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        01/06",-11.23,DEBIT_CARD,154.21,,
DEBIT,01/08/2018,"PLAT PARKING - LOT 498 SAN ANTONIO TX        01/06",-2.00,DEBIT_CARD,165.44,,
DEBIT,01/08/2018,"Amazon Digital Svcs amzn.com/bill WA         01/06",-9.73,DEBIT_CARD,167.44,,
CREDIT,01/08/2018,"Online Transfer from SAV ...1797 transaction#: 6805316437",50.00,ACCT_XFER,177.17,,
DEBIT,01/05/2018,"SLING.COM 888-393-6312 CO                    01/04",-21.64,DEBIT_CARD,127.17,,
DEBIT,01/05/2018,"CORNER STORE 2196 ALAMO HEIGHTS TX   009617  01/05",-30.39,DEBIT_CARD,148.81,,
DEBIT,01/05/2018,"CORNER STORE 0003 SAN ANTONIO TX     013381  01/05",-3.81,DEBIT_CARD,179.20,,
DEBIT,01/04/2018,"Netflix.com netflix.com CA                   01/03",-15.14,DEBIT_CARD,183.01,,
DEBIT,01/04/2018,"MCDONALD'S F26150 SAN ANTONIO TX             01/02",-11.37,DEBIT_CARD,198.15,,
DEBIT,01/03/2018,"QuickPay with Zelle payment to Diana Fonseca 6795618063",-10.00,CHASE_TO_PARTNERFI,209.52,,
DEBIT,01/02/2018,"MONEY ORDER",-5.00,FEE_TRANSACTION,219.52,,
DEBIT,01/02/2018,"MONEY ORDER",-5.00,FEE_TRANSACTION,224.52,,
DEBIT,01/02/2018,"Upwork -161100503Memb 165-08534100 CA        01/01",-10.00,DEBIT_CARD,229.52,,
DEBIT,01/02/2018,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        01/02",-13.93,DEBIT_CARD,239.52,,
DEBIT,01/02/2018,"WITHDRAWAL 01/02",-1070.00,MISC_DEBIT,253.45,,
DEBIT,01/02/2018,"Amazon Digital Svcs amzn.com/bill WA         01/02",-9.73,DEBIT_CARD,1323.45,,
DEBIT,01/02/2018,"HEB  #102 SAN ANTONIO TX                     01/01",-32.22,DEBIT_CARD,1333.18,,
DEBIT,01/02/2018,"PAPA JOHN'S 02009 210-375-7272 TX            01/01",-32.92,DEBIT_CARD,1365.40,,
DEBIT,01/02/2018,"QuickPay with Zelle payment to Diana Fonseca 6788147822",-20.00,CHASE_TO_PARTNERFI,1398.32,,
DEBIT,01/02/2018,"FAMILY DOLLAR # SAN ANTONIO TX               12/31",-72.07,DEBIT_CARD,1418.32,,
DEBIT,01/02/2018,"SAMS CLUB SAM'S Club SAN ANTONIO TX          12/31",-74.73,DEBIT_CARD,1490.39,,
DEBIT,01/02/2018,"WAL-MART #4162 SAN ANTONIO TX                12/31",-27.14,DEBIT_CARD,1565.12,,
DEBIT,01/02/2018,"PHOENIX CHINESE CAFE SAN ANTONIO TX          12/31",-25.04,DEBIT_CARD,1592.26,,
DEBIT,01/02/2018,"HEB #102 SAN ANTONIO TX                      12/30",-50.63,DEBIT_CARD,1617.30,,
DEBIT,01/02/2018,"PAPA JOHN'S 02750 210-764-7272 TX            12/31",-30.90,DEBIT_CARD,1667.93,,
DEBIT,01/02/2018,"SHELL Service Station SAN ANTONIO TX 040025  12/30",-32.08,DEBIT_CARD,1698.83,,
DEBIT,01/02/2018,"QuickPay with Zelle payment to Diana Fonseca 6785164483",-120.00,CHASE_TO_PARTNERFI,1730.91,,
DEBIT,01/02/2018,"MEGAPLEX  AIRPORT SAN ANTONIO TX             12/29",-41.11,DEBIT_CARD,1850.91,,
DEBIT,01/02/2018,"TWISTED TATTOO SAN ANTONIO TX                12/29",-61.24,DEBIT_CARD,1892.02,,
DEBIT,01/02/2018,"TWC*TIME WARNER CABLE 888-TWCABLE TX         12/31",-173.37,DEBIT_CARD,1953.26,,
DEBIT,01/02/2018,"FAST EDDIES BILLIARDS SAN ANTONIO TX         12/29",-20.07,DEBIT_CARD,2126.63,,
DEBIT,01/02/2018,"Touchtunes.helpshift TouchTunes.co NY        12/29",-5.00,DEBIT_CARD,2146.70,,
DEBIT,01/02/2018,"WINGSTOP 6 SAN ANTONIO TX                    12/29",-12.75,DEBIT_CARD,2151.70,,
DEBIT,01/02/2018,"LAS PALAPAS - CHUR SAN ANTONIO TX            12/28",-3.23,DEBIT_CARD,2164.45,,
DEBIT,12/29/2017,"QuickPay with Zelle payment to Diana Fonseca 6782854568",-120.00,CHASE_TO_PARTNERFI,2167.68,,
DEBIT,12/29/2017,"QuickPay with Zelle payment to Mama 6782463983",-400.00,CHASE_TO_PARTNERFI,2287.68,,
DEBIT,12/29/2017,"TRANSFER TO SAV XXXXX1797 12/29",-50.00,ACCT_XFER,2687.68,,
DEBIT,12/29/2017,"Pho Plus SAN ANTONIO TX                      12/27",-18.10,DEBIT_CARD,2737.68,,
CREDIT,12/29/2017,"QuickPay with Zelle payment from VICTOR MAYORGA 6784465850",350.00,PARTNERFI_TO_CHASE,2755.78,,
CREDIT,12/29/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2342.50,ACH_CREDIT,2405.78,,
DEBIT,12/28/2017,"QuickPay with Zelle payment to Diana Fonseca 6776955521",-20.00,CHASE_TO_PARTNERFI,63.28,,
DEBIT,12/27/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        12/27",-7.66,DEBIT_CARD,83.28,,
DEBIT,12/27/2017,"QuickPay with Zelle payment to Diana Fonseca 6774613288",-40.00,CHASE_TO_PARTNERFI,90.94,,
DEBIT,12/27/2017,"TGI FRIDAY'S 1565 SAN ANTONIO TX             12/26",-33.81,DEBIT_CARD,130.94,,
DEBIT,12/27/2017,"HEB  #102 SAN ANTONIO TX                     12/26",-4.97,DEBIT_CARD,164.75,,
DEBIT,12/27/2017,"HEB  #102 SAN ANTONIO TX                     12/26",-25.16,DEBIT_CARD,169.72,,
DEBIT,12/27/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/26",-12.24,DEBIT_CARD,194.88,,
DEBIT,12/27/2017,"LA MICHOACANA SAN ANTO SAN ANTONIO TX        12/25",-17.91,DEBIT_CARD,207.12,,
DEBIT,12/26/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,225.03,,
DEBIT,12/26/2017,"DNH*GODADDY.COM 480-5058855 AZ               12/23",-11.72,DEBIT_CARD,227.53,,
DEBIT,12/26/2017,"GOOGLE *HBO Dig Sv In 855-836-3987 CA        12/23",-16.23,DEBIT_CARD,239.25,,
DEBIT,12/26/2017,"ATM WITHDRAWAL                       003515  12/258014 BAND",-40.00,ATM,255.48,,
DEBIT,12/26/2017,"QuickPay with Zelle payment to Diana Fonseca 6772327957",-30.00,CHASE_TO_PARTNERFI,295.48,,
DEBIT,12/26/2017,"STARBUCKS STORE 29619 SAN ANTONIO TX         12/25",-9.63,DEBIT_CARD,325.48,,
DEBIT,12/26/2017,"VIDA MARKET CN6 HOUSTON TX                   12/25",-8.49,DEBIT_CARD,335.11,,
DEBIT,12/26/2017,"NEW ORLEANS AIRPORT KENNER LA                12/24",-14.90,DEBIT_CARD,343.60,,
DEBIT,12/26/2017,"QuickPay with Zelle payment to Diana Fonseca 6770217997",-40.00,CHASE_TO_PARTNERFI,358.50,,
DEBIT,12/26/2017,"QuickPay with Zelle payment to Diana Fonseca 6770230584",-40.00,CHASE_TO_PARTNERFI,398.50,,
DEBIT,12/26/2017,"QuickPay with Zelle payment to Diana Fonseca 6770181545",-20.00,CHASE_TO_PARTNERFI,438.50,,
DEBIT,12/26/2017,"NON-CHASE ATM WITHDRAW               937461  12/2356 DRYFOU",-42.75,ATM,458.50,,
DEBIT,12/26/2017,"S B ENTERTAINMENT NEW ORLEANS LA             12/22",-22.00,DEBIT_CARD,501.25,,
CREDIT,12/26/2017,"Online Transfer from SAV ...1797 transaction#: 6771050935",50.00,ACCT_XFER,523.25,,
CREDIT,12/26/2017,"QuickPay with Zelle payment from BETHANY A JONES 6770124839",50.00,QUICKPAY_CREDIT,473.25,,
CREDIT,12/26/2017,"QuickPay with Zelle payment from VICTOR MAYORGA 6772059122",150.00,PARTNERFI_TO_CHASE,423.25,,
CREDIT,12/26/2017,"ATM CASH DEPOSIT 12/25 8597 BLANCO RD SAN ANTONIO TX",20.00,ATM,273.25,,
DEBIT,12/22/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,253.25,,
DEBIT,12/22/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,255.75,,
DEBIT,12/22/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,258.25,,
DEBIT,12/22/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,260.75,,
DEBIT,12/22/2017,"DNH*GODADDY.COM 480-5058855 AZ               12/21",-10.65,DEBIT_CARD,263.25,,
DEBIT,12/22/2017,"CANSECO'S ESPLA NEW ORLEANS LA               12/22",-3.01,DEBIT_CARD,273.90,,
DEBIT,12/22/2017,"QuickPay with Zelle payment to Diana Fonseca 6766472007",-40.00,CHASE_TO_PARTNERFI,276.91,,
DEBIT,12/22/2017,"NON-CHASE ATM WITHDRAW               857735  12/22433 BOURB",-110.00,ATM,316.91,,
DEBIT,12/22/2017,"NON-CHASE ATM WITHDRAW               856719  12/22501 BOURB",-103.99,ATM,426.91,,
DEBIT,12/22/2017,"NON-CHASE ATM WITHDRAW               858485  12/22501 BOURB",-43.99,ATM,530.90,,
DEBIT,12/22/2017,"NON-CHASE ATM WITHDRAW               851055  12/22423-427 B",-132.00,ATM,574.89,,
DEBIT,12/22/2017,"GOOGLE *Tinder g.co/helppay# CA              12/22",-15.98,DEBIT_CARD,706.89,,
DEBIT,12/22/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            12/20",-5.03,DEBIT_CARD,722.87,,
CREDIT,12/22/2017,"QuickPay with Zelle payment from VICTOR MAYORGA 6764985468",500.00,PARTNERFI_TO_CHASE,727.90,,
DEBIT,12/21/2017,"UBER   *TIP VTP37 800-592-8996 CA            12/21",-3.66,DEBIT_CARD,227.90,,
DEBIT,12/21/2017,"UBER   *TRIP VTP37 800-592-8996 CA           12/21",-36.84,DEBIT_CARD,231.56,,
DEBIT,12/21/2017,"PLAYSTATION NETWORK 800-345-7669 CA          12/20",-10.80,DEBIT_CARD,268.40,,
DEBIT,12/21/2017,"UBER   *TIP 7GBHV 800-592-8996 CA            12/20",-5.00,DEBIT_CARD,279.20,,
DEBIT,12/21/2017,"UBER   *TRIP 7GBHV 800-592-8996 CA           12/20",-11.99,DEBIT_CARD,284.20,,
DEBIT,12/21/2017,"MBI-PROBILLER.COM/RK 877-446-0668            12/20",-17.95,DEBIT_CARD,296.19,,
DEBIT,12/20/2017,"CITY PUBLIC SRV  CPS WEBPMT 003003547826    WEB ID: 9746002071",-106.27,ACH_DEBIT,314.14,,
DEBIT,12/20/2017,"QuickPay with Zelle payment to Diana Fonseca 6760233095",-40.00,CHASE_TO_PARTNERFI,420.41,,
DEBIT,12/20/2017,"SHELL Service Station SAN ANTONIO TX 097645  12/20",-29.62,DEBIT_CARD,460.41,,
DEBIT,12/20/2017,"QuickPay with Zelle payment to Diana Fonseca 6759067864",-60.00,CHASE_TO_PARTNERFI,490.03,,
DEBIT,12/20/2017,"Wal-Mart Super Center SAN ANTONIO TX         12/19",-7.01,DEBIT_CARD,550.03,,
DEBIT,12/20/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/19",-10.26,DEBIT_CARD,557.04,,
CREDIT,12/20/2017,"ATM CASH DEPOSIT 12/19 12503 NW MILITARY HWY SAN ANTONIO TX",300.00,ATM,567.30,,
DEBIT,12/19/2017,"QuickPay with Zelle payment to Diana Fonseca 6757978730",-40.00,CHASE_TO_PARTNERFI,267.30,,
DEBIT,12/19/2017,"QuickPay with Zelle payment to Diana Fonseca 6757928642",-60.00,CHASE_TO_PARTNERFI,307.30,,
DEBIT,12/19/2017,"QuickPay with Zelle payment to Diana Fonseca 6757782317",-20.00,CHASE_TO_PARTNERFI,367.30,,
DEBIT,12/19/2017,"HEB  #102 SAN ANTONIO TX                     12/18",-30.29,DEBIT_CARD,387.30,,
DEBIT,12/19/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         12/18",-50.00,DEBIT_CARD,417.59,,
DEBIT,12/19/2017,"BOX*BOX.NET CONSMR SRV 877-7294269 CA        12/18",-10.66,DEBIT_CARD,467.59,,
DEBIT,12/19/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           12/18",-12.76,DEBIT_CARD,478.25,,
DEBIT,12/19/2017,"U-HAUL MOVING & STORAG SAN ANTONIO TX        12/16",-87.90,DEBIT_CARD,491.01,,
DEBIT,12/18/2017,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-10.83,ACH_DEBIT,578.91,,
DEBIT,12/18/2017,"SPEEDY CASH 888-3331360 KS                   12/15",-66.00,DEBIT_CARD,589.74,,
DEBIT,12/18/2017,"PAPA JOHN'S 00892 210-308-7272 TX            12/18",-21.65,DEBIT_CARD,655.74,,
DEBIT,12/18/2017,"WAL-MART #4162 SAN ANTONIO TX                12/17",-87.99,DEBIT_CARD,677.39,,
DEBIT,12/18/2017,"SHELL Service Station SAN ANTONIO TX 055210  12/17",-34.42,DEBIT_CARD,765.38,,
DEBIT,12/18/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         12/17",-11.32,DEBIT_CARD,799.80,,
DEBIT,12/18/2017,"SHELL Service Station SAN ANTONIO TX 623904  12/16",-0.50,DEBIT_CARD,811.12,,
DEBIT,12/18/2017,"SHELL Service Station SAN ANTONIO TX 623553  12/16",-5.51,DEBIT_CARD,811.62,,
DEBIT,12/18/2017,"Wal-Mart Super Center SAN ANTONIO TX         12/16",-22.57,DEBIT_CARD,817.13,,
